jobId,jobTitle,careerCluster,seniorityLevel,description,requiredSkills,skillCount,certifications,topRelatedRoles
job-339-vfx-artist,VFX Artist,"Game, VFX & Creative Production",Mid Level,"Creates visual effects for films, television, and other media.",Visual Effects; Compositing; 3D Modeling; Simulation,4,Adobe Certified Professional in After Effects; Autodesk Maya Certified User,Visual Effects Animator; Compositor; Computer Graphics Animator; Rigging Artist; Motion Graphics Artist
job-340-visual-effects-animator,Visual Effects Animator,"Game, VFX & Creative Production",Mid Level,"Creates visual effects for films, television, and other media.",Visual Effects; Animation; Compositing; 3D Modeling,4,Autodesk Maya Certified Professional; Nuke Certification (Foundry),VFX Artist; Rigging Artist; Compositor; Unity Developer; Computer Graphics Animator
job-341-web-analytics-developer,Web Analytics Developer,Frontend & Web Development,Mid Level,Implements web analytics tools and analyzes data to improve website performance.,Web Analytics Tools; Data Analysis; Reporting; A/B Testing,4,Google Analytics Individual Qualification (GAIQ); Adobe Analytics Business Practitioner,
job-342-web-content-manager,Web Content Manager,Frontend & Web Development,Lead / Manager,"Manages web content, ensuring it is accurate, engaging, and optimized for search engines.",Content Creation; Content Strategy; CMS; SEO,4,HubSpot Content Marketing Certification; Google Analytics Individual Qualification (GAIQ),Web Producer
job-343-web-designer,Web Designer,Frontend & Web Development,Mid Level,"Creates visual designs and layouts for websites, ensuring aesthetic appeal and usability.",Web Design; Graphic Design; UI/UX Principles; Wireframing,4,Adobe Certified Expert (ACE); Google Mobile Web Specialist,Webmaster; Web Designer (UI/UX Designer)
job-344-web-designer-ui-ux-designer,Web Designer (UI/UX Designer),Frontend & Web Development,Mid Level,"Create front end web application using HTML, Css, JS.",UI/UX Design; Wireframing; Prototyping; Adobe Creative Suite; Figma,5,Google UX Design Certificate; Adobe Certified Expert (ACE); Nielsen Norman Group UX Certification,Web Designer; Front-End Designer; React Developer; JavaScript Developer; Front End Web Developer
job-345-web-developer,Web Developer,Frontend & Web Development,Mid Level,"Develops and maintains websites and web applications. Responsibilities include writing code, debugging, and ensuring optimal performance across different browsers and devices.",HTML5; CSS3; JavaScript; React; Node.js; AngularJS; PHP; HTML; CSS; Web Development; Frameworks,11,Meta Front-End Developer Certificate; AWS Certified Developer - Associate; Google Mobile Web Specialist; Microsoft Certified: Azure Developer Associate,React Developer; JavaScript Developer; Front End Web Developer; Front End Developer; UI Developer
job-346-web-engineer,Web Engineer,Frontend & Web Development,Mid Level,"Designs and implements web infrastructure, ensuring scalability and reliability.",Web Technologies; System Architecture; Performance Optimization; Security,4,Microsoft Certified: Azure Solutions Architect; Google Professional Cloud Developer,E-Commerce Developer
job-347-web-producer,Web Producer,Frontend & Web Development,Mid Level,"Manages the creation and delivery of web content, coordinating with stakeholders.",Web Content Management; Project Management; Content Strategy; Collaboration,4,Certified Scrum Product Owner (CSPO); Agile Certified Practitioner (PMI-ACP),Web Content Manager
job-348-web-project-manager,Web Project Manager,Product & Project Management,Lead / Manager,"Manages web development projects, ensuring they are completed on time and within budget.",Project Management; Web Development; Communication; Budgeting,4,PMP (Project Management Professional); Certified ScrumMaster (CSM),Project Manager; Agile Project Manager; Requirements Manager; Program Manager; Digital Program Manager
job-349-webmaster,Webmaster,Frontend & Web Development,Mid Level,"Manages websites, ensuring functionality, security, and content quality.",Web Development; Web Design; System Administration; Content Management,4,Google Analytics Individual Qualification; HubSpot CMS for Developers Certification,Web Designer; E-Commerce Developer; Web Developer
job-350-wordpress-developer,WordPress Developer,Backend & Software Development,Mid Level,"Creates and customizes WordPress websites. Responsibilities include developing themes/plugins, managing content, and ensuring website functionality.",WordPress; PHP; MySQL; HTML5; CSS3; JavaScript,6,Yoast SEO Certification; Google Mobile Sites Certification; WP Elevation Certification,PHP Developer; Sharepoint Developer; Ruby on Rails Developer; Full Stack Python Developer/Programmer/Engineer; Full Stack Developer
job-351-xl-deploy-engineer,XL Deploy Engineer,Cloud & DevOps Engineering,Mid Level,"Manages deployment processes using XL Deploy. Responsibilities include configuring deployment pipelines, automating releases, and ensuring application availability.",XL Deploy; Deployment Automation; CI/CD; Version Control; DevOps Practices; Configuration Management,6,XL Deploy Certification; DevOps Institute Certifications; Splunk Core Certified User; Splunk Enterprise Certified Admin,GitLab Engineer; TeamCity Engineer; Jenkins Engineer; Octopus Deploy Engineer; Artifactory Engineer
job-352-zabbix-engineer,Zabbix Engineer,Cloud & DevOps Engineering,Mid Level,"Implements Zabbix monitoring solutions to track system performance and availability. Responsible for configuring alerts, dashboards, and monitoring metrics.",Zabbix; Monitoring Tools; Alerting Systems; Network Monitoring; System Monitoring; Alerting,6,Zabbix Certified Specialist; Zabbix Certified Professional; No direct certification; recommended: Kubernetes Certified Administrator (CKA); CI/CD Pipelines Specialist,Nagios Engineer; Splunk Engineer; Prometheus Engineer; New Relic Engineer; AppDynamics Engineer
